Product ID,ISBN,eISBN,Title,Author,Publisher,Publication Year,Language,LCC,LC Subject Heading,BISAC,DDC,Downloadable
477471,9780773429321,9780773421622,The Catholic Bishops of Europe and the Nazi Persecutions of Catholics and Jews,"Lapomarda, Vincent A.",Edwin Mellen Press,2012,eng,BX1301 .L384 2012,"Catholics--Europe--History--20th century.,Catholics--Nazi persecution.,Jews--Europe--History--20th century.,Jews--Persecutions--Europe.,Persecution--Europe--History--20th century.,World War, 1939-1945--Atrocities.",RELIGION / Christian Church / Leadership,262.1209023,Y
475908,9780773426313,9780773418608,Birth Annunciations in the Hebrew Bible and Ancient Near East,"Ashmon, Scott A.",Edwin Mellen Press,2012,eng,BS680.C46 A84 2012eb,"Childbirth in literature.,Childbirth in the Bible.,Childbirth--Middle East.,Childbirth--Religious aspects--Judaism.,Fate and fatalism--Religious aspects.,Prophecy--Judaism.,Prophecy--Religious aspects.",RELIGION / Biblical Criticism & Interpretation / Old Testament,221.6,Y
469550,9780773429154,9780773412071,Sacrificial Rhetoric in the Prophetic Literature of the Hebrew Bible,"Eidevall, Göran.-Mettinger, Tryggve N. D.",Edwin Mellen Press,2012,eng,BS1199.S2 E33 2012eb,Sacrifice in the Bible.,RELIGION / Biblical Studies / Prophets,224/.064,Y
469012,9780773429093,9780773412262,"Quakers in Northeast Norfolk, England, 1690-1800","Stevens, Sylvia",Edwin Mellen Press,2012,eng,BX7678.N57 S74 2012,"Quakers--England--Norfolk--History--17th century.,Society of Friends--England--Norfolk--History--17th century.",RELIGION / Christianity / Quaker,289.6/4261209033,Y
467277,9780773426351,9780773411555,Bhagavadgita,"Tsoukalas, Steven",Edwin Mellen Press,2012,eng,BL1138.66 .T735,,RELIGION / Hinduism / Sacred Writings,294.5/924047;294.5924047,Y
467276,9780773425675,9780773111691,A Socio-rhetorical Interpretation of the Seven Trumpets of Revelation,"De Waal, Kayle B.",Edwin Mellen Press,2012,eng,BS2825.52 .D45 2012eb,,RELIGION / Biblical Studies / New Testament,228/.06,Y
467269,9780773426481,9780773411579,A History of Women's Menstruation From Ancient Greece to the Twenty-first Century,"Hufnagel, Glenda Lewin",Edwin Mellen Press,2012,eng,QP263 .H84 2012,"Menstruation--Psychological aspects--History.,Menstruation--Religious aspects--History.,Menstruation--Social aspects--History.,Women--Health and hygiene--History.",MEDICAL / Reproductive Medicine & Technology,612.6/62;612.662,Y
464192,9780773426054,9780773411647,America the Beautiful,"Rogal, Samuel J.",Edwin Mellen Press,2012,eng,ML3561.A6 R64 2012,"Hymns, English--United States--History and criticism.,National songs--United States--History and criticism.",RELIGION / Institutions & Organizations,264/.23,Y
464189,9780773426382,9780773411746,The Philosophy of Michel Henry (1922-2002),"Rebidoux, Michelle.",Edwin Mellen Press,2012,eng,B2430.H454 R44 2012,"Christian philosophy.,Phenomenology.",PHILOSOPHY / History & Surveys / Modern,194,Y
462217,9780773426016,9780773411340,The Wisdom Books of the Bible,"Kealy, Sean P.",Edwin Mellen Press,2012,eng,BS1455,"Wisdom literature--Criticism, interpretation, etc.--History.",RELIGION / Biblical Studies / Wisdom Literature,223/.0609,Y
458463,9780773425729,9780773421332,An African American Pastor Before and During the American Civil War,"Turner, Henry McNeal-Johnson, Andre E.",Edwin Mellen Press,2012,eng,BX8449.T87 A47 2012eb,African Americans--Social conditions--19th century--Sources.,BIOGRAPHY & AUTOBIOGRAPHY / Religious,287/.06092;B,Y
457412,9780773414617,9780773421271,The Centrality of Aiua (blood) in the Theology of the Epistle to the Hebrews,"Kuma, Hermann V. A.",Edwin Mellen Press,2012,eng,BS2775.52 .K86 2012eb,Blood in the Bible.,RELIGION / Biblical Studies / New Testament,227/.87064,Y
457411,9780773426030,9780773421257,The Role of American Christian and Japanese Buddhist Clergy in Suicide Prevention,"Hirono, Tatsushi.",Edwin Mellen Press,2012,eng,HV6548.U5 H57 2012eb,"Pastoral counseling--Japan.,Pastoral counseling--United States.,Suicide--Japan--Prevention.,Suicide--United States--Prevention.",RELIGION / Counseling,362.28/7,Y
451536,9780773425699,9780773421264,An Historical Study of United States Religious Responses to the Vietnam War,"Nutt, Rick.",Edwin Mellen Press,2012,eng,DS559.64 .N88 2012eb,"Vietnam War, 1961-1975--Religious aspects.,Vietnam War, 1961-1975--United States.",HISTORY / Military / Vietnam War,959.704/31,Y
433400,9780773439177,9780773420403,Samuel Johnson's Attitude Toward Islam,"Nassir, Ghazi Q.",Edwin Mellen Press,2012,eng,PR3537.O74 N37 2012eb,"Civilization, Arab, in literature.,East and West in literature.,Eurocentrism in literature.,Islamic civilization in literature.,Johnson, Samuel,--Knowledge--Islam.,Johnson, Samuel,--Knowledge--Orient.,Orientalism in literature.","LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",828/.609,Y
431982,9780773439191,9780773420342,How Immigrant Christians Living in Mixed Cultures Interpret Their Religion,"Kato, Julius-Kei.",Edwin Mellen Press,2012,eng,BR563.A82 K38 2012eb,"Asian American theology.,Asian Americans--Religion.,Hermeneutics--Religious aspects--Christianity.","RELIGION / Religious Intolerance, Persecution & Conflict",200/.8995073,Y
562517,9780773415430,9780773418271,The Prayer Life of Peasant Communities in Late Medieval Sweden,"Aldrin, Viktor.",Edwin Mellen Press,2011,eng,BV207 .A43 2011,"Peasants--Religious life--Sweden--History.,Prayer--Christianity--History.,Prayer--Sweden--History.",RELIGION / Christian Life / Prayer,248.3/2094850902;248.32094850902,Y
547748,9780773439184,9780773418349,Animal Rights and Animal Laws in the Bible,"Vasantha Rao, Chilkuri.",Edwin Mellen Press,2011,eng,BS1225.6.A57 V37 2011,"Animal welfare (Jewish law),Animal welfare--Biblical teaching.",RELIGION / Biblical Studies / Old Testament,222/.1086360832,Y
526929,9780773414990,9780773417809,A Sociology of Black Clergy in the State of Illinois,"Weissinger, Sandra Ellen.-Zerai, Assata.",Edwin Mellen Press,2011,eng,BR563.N4 W43 2011eb,"African American churches--Political activity.,African American clergy--Political activity.,African Americans--Civil rights.,African Americans--Religion.,Christianity and politics--United States.,Civil rights movement--United States.,Civil rights--Religious aspects--Christianity.,Race relations--Religious aspects--Christianity.",RELIGION / Christianity / History,277.3/08208996073,Y
492568,9780773415690,9780773416574,A New and Critical Edition of George Osborn's the Poetical Works of John and Charles Wesley (1868-1872),"Rogal, Samuel J.",Edwin Mellen Press,2011,eng,PR3763 .W5 2011,"Hymns, English--Texts.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821/.5,Y
482142,9780773439238,9780773418431,An Introduction to Religion and Religious Themes in Rock Music,"Olson, Carl.",Edwin Mellen Press,2011,eng,BL1050,Rock music--Religious aspects.,LITERARY CRITICISM / General,800,Y
479143,9780773416079,9780773418660,U.S. Foreign Policy and Religion During the Cold War and the War on Terror,"Stramer, Janicke.",Edwin Mellen Press,2011,eng,E903.3,Truthfulness and falsehood--Political aspects--United States--Case studies.,HISTORY / United States / 21st Century,327.7300905;973.931/092,Y
477465,9780773426085,9780773418622,The Place of Zoroaster in History,"Estakhr, Mehdi.",Edwin Mellen Press,2011,eng,BL1571,"Christianity and other religions--Zoroastrianism.,Zoroastrianism--Relations--Christianity.",RELIGION / Zoroastrianism,295.63,Y
475905,9780773415911,9780773418462,Richard Hooker's Use of History in His Defense of Public Worship,"Kindred-Barnes, Scott N.",Edwin Mellen Press,2011,eng,BX5199.H813 K56 2011eb,"Public worship--History of doctrines--16th century.,Reformation--England.,Theology--History--16th century.",RELIGION / Christian Theology / Systematic,230/.3092,Y
473307,9780773414891,9780773412217,Jonathan Edwards' Early Understanding of Religious Experience,"Stetina, Karin Spiecker.",Edwin Mellen Press,2011,eng,BX7260.E3 S75 2011,"Experience (Religion),Reformed Church--Doctrines.",RELIGION / Christian Life / General,248.2;251.00882858,Y
467274,9780773426184,9780773411678,The Life and Thought of Charles Chauncy (1705-1787),"Gibbs, Norman B.-Gibbs, Lee W.",Edwin Mellen Press,2011,eng,BX7260.C527 G53 2012,"Congregational churches--Clergy--Biography.,Theology, Doctrinal--Massachusetts--History--18th century.",RELIGION / Christianity / Presbyterian,285.8092,Y
464187,9780773425910,9780773411708,"The Spirituality of Mozart's Mass in C Minor, Bach's Mass in B Minor, and Messiaen's Quartet for the End of Time","Greene, David B.",Edwin Mellen Press,2011,eng,ML3921 .G74 2011,Music--Religious aspects.,MUSIC / Religious / General,781.7,Y
464186,9780773425897,9780773411685,"The Theology of Handel's Messiah, Beethoven's Credo, and Verdi's Dies Irae","Greene, David B.",Edwin Mellen Press,2011,eng,ML410 .H13,Music--Religious aspects.,MUSIC / Printed Music / Vocal,782.22112,Y
463774,9780773425989,9780773411432,Parables and Fables As Distinctive Jewish Literary Genres,"Caspi, Mishael-Greene, John T.",Edwin Mellen Press,2011,eng,BS680.P3 C37 2011,"Fables.,God in literature.,Jewish legends.,Jewish parables.,Narration in the Bible.,Parables in rabbinical literature.,Rabbinical literature--History and criticism.",RELIGION / Judaism / Sacred Writings,296.1/9,Y
462814,9780773426061,9780773411098,Methodological Issues in Religious Studies,"Kamppinen, Matti",Edwin Mellen Press,2011,eng,BL41,"Anthropology of religion.,Religion--Methodology.",RELIGION / Education,200.71,Y
458714,9780773416086,9780773411104,A Tibetan Buddhist Approach to International Relations,"Chávez-Segura, Alejandro.",Edwin Mellen Press,2011,eng,BQ4570.I58,Buddhism and international relations.,RELIGION / Buddhism / General,294.3;294.3/3727;294.33727,Y
450092,9780773425316,9780773421073,The Charismatic Spirituality of Abraham Joshua Heschel,"Breslauer, S. Daniel.",Edwin Mellen Press,2011,eng,BM755.H37 B74 2011eb,Spiritual life--Judaism.,RELIGION / Judaism / Theology,296.3092,Y
443559,9780773415805,9780773420892,"The Clergy of Winchester, England, 1615-1698","Thomson, Andrew",Edwin Mellen Press,2011,eng,BX5107.W6 T56 2011eb,Parishes--England--Winchester Region--History--17th century.,RELIGION / Christianity / Anglican,283/.42273509032,Y
439880,9780773439528,9780773420762,"The Sufferings, Assassinations, and Martyrdom of the Missionary Church in Olancho, Honduras (1963-1982)","Garcia, Mary",Edwin Mellen Press,2011,eng,BX1441.O43 G3713 2011eb,Church and state--Honduras--Olancho--History--20th century.,RELIGION / Christian Ministry / Missions,266/.20972833,Y
439699,9780773415362,9780773420748,Christian Catechetical Texts,"McDonald, William P.",Edwin Mellen Press,2011,eng,BT1031.3 .C75 2011eb,"Catechisms, English.,Catechisms--History and criticism--Sources.",RELIGION / Christianity / Catechisms,238.09,Y
437539,9780773415683,9780773420359,How to Determine the Meaning of a Sacred Text,"Williams, Jay G.",Edwin Mellen Press,2011,eng,BL71 .W585 2011,"Hermeneutics.,Sacred books--History and criticism.",RELIGION / Christianity / General,208.2,Y
437536,9780773415133,9780773420397,Islam and War,"Dizboni, A. G.",Edwin Mellen Press,2011,eng,BP182 .D589 2011,"Islam--Doctrines.,Jihad.,Just war doctrine.,Security, International.,War (International law)",RELIGION / Islam / General,297.72,Y
436476,9780773413894,9780773420274,Do the Ten Commandments Have a Universal Significance?,"Porter, Daniel V.",Edwin Mellen Press,2011,eng,BV4655 .P63 2011eb,,RELIGION / Christian Theology / Ethics,241.5/2,Y
433127,9780773415669,9780773420380,The Epistemological Argument Against Atheism,"Meynell, Hugo Anthony.",Edwin Mellen Press,2011,eng,BT1212 .M49 2011eb,"Apologetics.,Christianity and atheism.,God--Proof, Moral.,God--Proof, Teleological.,Knowledge, Theory of (Religion)",RELIGION / Christian Theology / Apologetics,239/.7,Y
577420,9780773438149,9780773444454,How to Experience the Spiritual Meaning of Gospel Texts,"Amalraj, Loyola.",Edwin Mellen Press,2010,eng,BS511.3 .A43 2010,"Bible--Criticism, interpretation, etc.,Mysticism--Catholic Church.,Prayer--Catholic Church.,Psychology, Religious.,Spiritual life--Catholic Church.",RELIGION / Christian Life / General,248.3,Y
577393,9780773437586,9780773444386,How Soka Gakkai Became a Global Buddhist Movement,"Métraux, Daniel A.",Edwin Mellen Press,2010,eng,BQ8349.N573 .M384 2010,"Buddhism and culture.,Globalization--Religious aspects--So¯ka Gakkai.",RELIGION / Comparative Religion,294.3928,Y
518435,9780773438040,9780773421950,The Problem of the Providence of God,"Nelson, Haydn Desmond",Edwin Mellen Press,2010,eng,BT135 .N45 2010,"Open theism.,Providence and government of God--Christianity.,Trinity.",RELIGION / Christian Theology / General,231/.5,Y
502364,9780773437548,9780773422001,A Gramscian Analysis of the Role of Religion in Politics,"Simms, Rupe.",Edwin Mellen Press,2010,eng,BL65.P7 S56 2010,"Religion and politics--Africa.,Religion and politics--Case studies.,Religion and politics--Europe.",RELIGION / Christian Life / Social Issues,261.70899601821,Y
502349,9780773437937,9780773430310,Travel Narratives in Rabbinic Literature,"Grossmark, Tziona.",Edwin Mellen Press,2010,eng,BM509.B38 .G76 2010,"Biography in rabbinical literature.,Rabbinical literature--History and criticism.",RELIGION / Judaism / Talmud,296.120891,Y
502343,9780773437043,9780773430013,Christian Religious Leadership in the Middle East,"McCallum, Fiona.",Edwin Mellen Press,2010,eng,BR1070,"Christianity and politics--Middle East--Case studies.,Religion and politics--Middle East.",RELIGION / Christian Theology / Ecclesiology,262.130882815,Y
502274,9780773437876,9780773430280,"A Comparison of the Social, Religious, and Gender Role Attitudes of Catholic and Protestant Women in the Republic of Ireland","Craven, Florence E. V.",Edwin Mellen Press,2010,eng,HQ1600.3 .C384 2010,"Catholic women--Ireland.,Protestant women--Ireland.,Women--Ireland.",SOCIAL SCIENCE / General,303.386209417090511,Y
502267,9780773447653,9780773430143,The Role of Vestal Virgins in Roman Civic Religion,"Thompson, Lindsay J.",Edwin Mellen Press,2010,eng,BL815.V4 T46 2010,Vestal virgins.,"BODY, MIND & SPIRIT / Spirituality / Paganism & Neo-Paganism",292.6/10820937,Y
502249,9780773437890,9780773429925,"Ecclesiastical Patronage in England, 1770-1801","Payne, Reider.",Edwin Mellen Press,2010,eng,BX5165 .P38 2010,"Patronage, Ecclesiastical--England--History--18th century.",RELIGION / Christianity / Anglican,283/.4209033,Y
502248,9780773436244,9780773429987,"Chinese and Chinese American Ancestor Veneration in the Catholic Church, 635 A.D. To the Present","Butcher, Beverly J.",Edwin Mellen Press,2010,eng,BX1665 .B88 2010,"Ancestor worship--China.,Ancestor worship--United States.,Chinese Americans--Religion.,Church history.",RELIGION / Christianity / General,261.2/95120951,Y
501562,9780773436527,9780773417250,"Mesopotamian Suilla Prayers to Ea, Marduk, and Nabû","Hunt, Joel H.",Edwin Mellen Press,2010,eng,PJ3785 .H76 2010,Assyro-Babylonian prayers--History and criticism.,"BODY, MIND & SPIRIT / Spirituality / Paganism & Neo-Paganism",299/.21,Y
501560,9780773438118,9780773417175,Why and How Secular Society Should Accommodate Religion,"Byrne, Edmund F.",Edwin Mellen Press,2010,eng,BL60 .B97 2010,"Religion and sociology.,Religion and state.",SOCIAL SCIENCE / Sociology of Religion,306.6,Y
500485,9780773437593,9780773417403,Is There Any Relation Between Religious Participation and Criminal Delinquency?,"Cretacci, Michael A.",Edwin Mellen Press,2010,eng,HV6025 .C665 2010,"Crime.,Drug abuse.,Religiousness.,Social control.",SOCIAL SCIENCE / Criminology,364.2/5,Y
500484,9780773436763,9780773417366,St Augustine's Doctrine of Eternal Punishment,"Cho, Dongsun.",Edwin Mellen Press,2010,eng,BR65.A9 C43 2010,"Future punishment--Christianity--History of doctrines--Early church, ca. 30-600.,Hell--Christianity--History of doctrines--Early church, ca. 30-600.",RELIGION / Christian Theology / Eschatology,236.25,Y
492676,9780773436411,9780773416802,The Use of Italian Renaissance Art in Victorian Religious Education,"Northcote, Vivien.",Edwin Mellen Press,2010,eng,BV1535.2 .N67 2010,"Christian education--Textbooks--Anglican--Illustrations.,Painting, Italian.,Painting, Renaissance--Italy.,Pictures in Christian education--History--19th century.",RELIGION / Christian Education / General,268/.635094109034,Y
492567,9780773414747,9780773417007,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Wesley, John-Rogal, Samuel J.-Wesley, Charles",Edwin Mellen Press,2010,eng,PR3763 .W5 2010,"Hymns, English.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821/.5,Y
492566,9780773413917,9780773416987,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Rogal, Samuel J.",Edwin Mellen Press,2010,eng,PR3763 .W5 2010eb,"Hymns, English--Texts.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821.508,Y
492565,9780773413108,9780773416963,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Wesley, John-Rogal, Samuel J.-Wesley, Charles",Edwin Mellen Press,2010,eng,PR3763 .W5 2010,"Hymns, English.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821.5;821/.5,Y
492564,9780773437210,9780773416949,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Wesley, John-Rogal, Samuel J.-Wesley, Charles",Edwin Mellen Press,2010,eng,PR3763 .W5 2010eb,"Hymns, English.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821.608,Y
492563,9780773437326,9780773416925,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Wesley, John-Rogal, Samuel J.-Wesley, Charles",Edwin Mellen Press,2010,eng,PR3763 .W5 2010eb,"Hymns, English.,Religious poetry, English--19th century.",FICTION / General,821/.5,Y
492309,9780773414143,9780773416598,"Quakers and Quakerism in Bolton, Lancashire 1650-1995","Collins, Peter",Edwin Mellen Press,2010,eng,BX7678.B6 C66 2010,Society of Friends--England--Bolton (Greater Manchester)--History.,RELIGION / Christianity / Quaker,289.6/42737,Y
492194,9780773436114,9780773416666,The Theology of John Macquarrie,"Cummings, Owen F.",Edwin Mellen Press,2010,eng,BX4827.M25 C87 2010,,RELIGION / Christian Theology / Systematic,230/.3092,Y
483987,9780773413498,9780773418974,A Theology of Poetry,"Barker, Sebastian.",Edwin Mellen Press,2010,eng,B3279.H48 S455 2010eb,"Ontology.,Time.",PHILOSOPHY / Metaphysics,111,Y
483985,9780773414426,9780773418950,The Role of the Book of Common Prayer in the Formation of Modern Anglican Church Identity,"Braddock, Andrew",Edwin Mellen Press,2010,eng,BX5145 .B69 2010,"Anglican Communion--Liturgy--History.,Public worship--Anglican Communion.",RELIGION / Christian Rituals & Practice / Worship & Liturgy,264/.03009033,Y
483318,9780773413979,9780773419155,"The Developing Schism Within the Episcopal Church, 1960-2010","James, Nancy C.",Edwin Mellen Press,2010,eng,BX5882 .J36 2010,"Church controversies--Episcopal Church--History--20th century.,Church controversies--Episcopal Church--History--21st century.,Schism.",RELIGION / Christianity / Episcopalian,283/.7309045,Y
483311,9780773436008,9780773419247,The Apostles' Creed,"Phipps, William E.",Edwin Mellen Press,2010,eng,BT993.3 .P45 2010,,RELIGION / Christianity / Catechisms,238/.11,Y
482753,9780773414501,9780773418738,The Ideological Development of ?Power? in Early American Pentecostalism,"Althouse, Peter.",Edwin Mellen Press,2010,eng,BR1644.5.U6 .A48 2010,"Pentecostalism--United States--History--20th century.,Power (Christian theology)--History of doctrines--20th century.",RELIGION / Christianity / History,277.3082,Y
482749,9780773414464,9780773418714,"An Ethnography of an African American ""Holy Ghost"" Church","Floyd, James E.",Edwin Mellen Press,2010,eng,BR563.N4 F56 2010eb,"African American churches--Nebraska--Omaha.,Social interaction--Nebraska--Omaha.",SOCIAL SCIENCE / Discrimination & Race Relations,305.6/861782254,Y
482371,9780773436886,9780773418592,"An Ethnographic Study of Papadjab, an Afro-Caribbean Devil Dancer","Wintersteen, Benjamin.",Edwin Mellen Press,2010,eng,GT4987.29.S26,"Christmas--Saint Lucia.,Devil--Social aspects--Saint Lucia.,Festivals--Saint Lucia.,Folklore--Saint Lucia.",RELIGION / Holidays / Christmas & Advent,394.266309;394.266309729843,Y
482370,9780773414488,9780773418639,How Roman Catholic Theology Can Transform Male Violence Against Women,"O'Sullivan, Michael",Edwin Mellen Press,2010,eng,BX1795.V56 O88 2010eb,"Violence in men.,Violence--Religious aspects--Catholic Church.,Women--Violence against.",RELIGION / Christian Life / Social Issues,261.8/32,Y
479141,9780773436695,9780773418745,The Arab-Muslim Development of Muhammad's Teaching,"Nouryeh, Christopher.",Edwin Mellen Press,2010,eng,BP130.2 .N384 2010,Koran as literature.,RELIGION / Islam / Koran & Sacred Writings,297.1226,Y
477470,9780773414341,9780773421615,The Spread of Buddhism Among Western Mongolian Tribes Between the 13th and 18th Centuries,"Kitinov, Baatr.",Edwin Mellen Press,2010,eng,BQ286,"Buddhism.,Buddhism--Asia, Central--History.,Buddhism--East Asia--History.",RELIGION / Buddhism / Tibetan,294.3095;294.39230951709022,Y
475095,9780773414297,9780773411920,An African American Pastor Before and During the American Civil War,"Turner, Henry McNeal-Johnson, Andre E.",Edwin Mellen Press,2010,eng,BX8449.T87 A47 2010eb,African Americans--Social conditions--19th century--Sources.,RELIGION / Christianity / Methodist,287/.06092;B,Y
473308,9780773437197,9780773412194,Mimesis and Apostolic Parousia in 1 Corinthians 4 and 5,"Hwang, Jin Ki.",Edwin Mellen Press,2010,eng,BS2675.52 .H83 2010eb,,RELIGION / Biblical Studies / New Testament,227/.204866,Y
453545,9780773414068,9780773421547,A Portrayal of Jesus in the Gospel of Matthew,"Cabrido, John Aranda.",Edwin Mellen Press,2010,eng,BS2555.52 .C353 2010,,"RELIGION / Biblical Studies / Jesus, the Gospels & Acts",226.2064,Y
440856,9780773437203,9780773420908,The Ethnography of a Dutch Pentecostal Church,"Versteeg, Peter Gerrit Albert",Edwin Mellen Press,2010,eng,BX8785.Z7 U87 2010eb,"Experience (Religion),Pentecostal churches--Netherlands.",RELIGION / Messianic Judaism,289.9/40949232,Y
581998,9780773439023,9780773443877,A Sociological Study of the Great Commandment in Pentecostalism,"Lee, Matthew T.-Poloma, Margaret M.",Edwin Mellen Press,2009,eng,BV4639 .L387 2009,"Love--Religious aspects--Christianity.,Pentecostalism.",RELIGION / Christian Life / General,241/.4,Y
578815,9780773438583,9780773444041,Women and the Qur'an,"Davary, Bahar.-Tatar, Burhanettin",Edwin Mellen Press,2009,eng,BP134.W6 D38 2009eb,Women in the Qur'an.,RELIGION / Islam / Koran & Sacred Writings,297.1/2283054,Y
577394,9780773437517,9780773444348,Prophetic Protestant Sermons on America's War in Iraq,"Hill, Robert Allan",Edwin Mellen Press,2009,eng,DS79.7635 .H55 2009,"Iraq War, 2003---Sermons.",RELIGION / Christian Life / Social Issues,261.8/73,Y
577392,9780773448612,9780773444324,Rowan Williams' Theology of Art and Other Essays,"Barker, Sebastian.-Williams, Rowan-Anselm",Edwin Mellen Press,2009,eng,BR115.A8 B37 2009,"Art and religion.,Christianity and the arts.,Theology.",LITERARY COLLECTIONS / Essays,824.914,Y
492639,9780773438163,9780773416789,A History of Chinese Christian Hymnody,"Hsieh, Fang-Lan.",Edwin Mellen Press,2009,eng,ML2951.C64 H75 2009,"Church music--China.,Hymns--China--History and criticism.",RELIGION / Christian Rituals & Practice / Worship & Liturgy,264/.230951,Y
492562,9780773438460,9780773416901,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Rogal, Samuel J.",Edwin Mellen Press,2009,eng,PR3763 .W5 2009eb,"Hymns, English--Texts.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821.508,Y
492561,9780773446786,9780773416888,A New and Critical Edition of George Osborn's The Poetical Works of John and Charles Wesley (1868-1872),"Rogal, Samuel J.",Edwin Mellen Press,2009,eng,PR3763 .W5 2009eb,"Hymns, English--Texts.,Religious poetry, English--19th century.","POETRY / European / English, Irish, Scottish, Welsh",821.508,Y
467207,9780773446496,9780773411982,Love's Beauty At the Heart of the Christian Moral Life,"Barrett, Melanie Susan.",Edwin Mellen Press,2009,eng,BJ1249 .B32 2009,"Aesthetics--Religious aspects--Catholic Church.,Christian ethics--Catholic authors.,God (Christianity)--Beauty.,God (Christianity)--Love.,Love--Religious aspects--Catholic Church.",RELIGION / Christian Theology / Ethics,241.042092;241/.042092,Y
464153,9780773447516,9780773411944,Continental Calvinian Influences on the Scottish Reformation,"Whytock, Jack C.",Edwin Mellen Press,2009,eng,BX9078 .W49 2009,"Calvinism--Influence.,Presbyterian Church--Doctrines.,Reformation--Scotland.",RELIGION / Christianity / Calvinist,284.241109031;285/.23309031,Y
446075,9780773449022,9780773420915,"Theological Controversies in the Presbyterian Church of New South Wales, 1865-1915","Barnes, Peter.",Edwin Mellen Press,2008,eng,BX9166.N4 B376 2008,"Liberalism (Religion)--Australia--New South Wales--History.,Presbyterian Church--Australia--New South Wales--Doctrines--History.",RELIGION / Christianity / Presbyterian,285/.2944,Y
477472,9780773455481,9780773421516,Holy War,"Ruelland, Jacques G.-Poulin, Jeanne.-Fuykschot, Cornellia.",Edwin Mellen Press,2007,eng,BT736.2 .R82513 2007,"Crusades.,Jihad.,War--Religious aspects--Christianity.,War--Religious aspects--Islam.","RELIGION / Religion, Politics & State",201.7273;201/.7273,Y
475093,9780773452640,9780773412316,The Universal Salvific Will of God in Official Documents of the Roman Catholic Church,"Lombardi, Josephine.",Edwin Mellen Press,2007,eng,BT755 .L59 2007eb,"Salvation outside the Catholic Church--History of doctrines.,Salvation--Christianity--History of doctrines--20th century.",RELIGION / Christian Life / Social Issues,261.2,Y
462502,9780773451865,9780773411401,An English Translation of Bachofen's Mutterrecht (Mother Right) (1861),"Bachofen, Johann Jakob-Partenheimer, David",Edwin Mellen Press,2007,eng,HQ505,Matriarchy--History--To 1500.,FAMILY & RELATIONSHIPS / Reference,306.859,Y
562511,9780773456099,9780773418295,Sophiology in Russian Orthodoxy,"Sergeev, Mikhail.",Edwin Mellen Press,2006,eng,BT150 .S47 2006,"God (Christianity)--Wisdom--History of doctrines--19th century.,God (Christianity)--Wisdom--History of doctrines--20th century.,Philosophical theology--History--19th century.,Philosophical theology--History--20th century.,Wisdom--Religious aspects--Russka?i?a pravoslavna?i?a ?t?serkov'--History of doctrines--19th century.,Wisdom--Religious aspects--Russka?i?a pravoslavna?i?a ?t?serkov'--History of doctrines--20th century.",RELIGION / Christian Theology / Systematic,230.1947;230/.1947,Y
451537,9780773472389,9780773421226,"Examining Irish Nationalism in the Context of Literature, Culture and Religion","O'Brien, Eugene",Edwin Mellen Press,2002,eng,PR8722.N27 O27 2002eb,"English literature--Irish authors--History and criticism.,Nationalism and literature--Ireland--History.,Nationalism in literature.,Nationalism--Ireland--History.,Nationalism--Religious aspects.","LITERARY CRITICISM / European / English, Irish, Scottish, Welsh",820.9/358;820.9358,Y
1106023,9789462366343,9789462744479,Choosing Sharia?,"Zee, Machteld",Eleven International Publishing,2016,eng,BP173.25 .Z44 2016eb,"Islamic courts.,Islamic fundamentalism.,Islamic law.",RELIGION / Islam / General,297,Y
942617,9789462364318,9789462740822,Religion in the Public Square - Perspectives on Secularism,"Uitz, Renata.",Eleven International Publishing,2014,eng,K3280,"Church and state.,Constitutional law.,Postsecularism.,Religion and state.,Secularism.","BODY, MIND & SPIRIT / Gaia & Earth Energies",201.7,Y
926038,9789462364936,9789462741768,Striving for Allah - Purification and Resistance Among Fundamentalist Muslims in the Netherlands,"Geelhoed, Fiore.",Eleven International Publishing,2014,eng,BP166.14.F85,Islamic fundamentalism--Netherlands.,RELIGION / Islam / General,297.09492,Y
754290,9781781906927,9781781906934,Religion and Organization Theory,"Lounsbury, Michael.-Phillips, Nelson.-Tracey, Paul",Emerald Publishing,2014,eng,BL60,"Management--Religious aspects,Organization--Religious aspects.,Religion and sociology.",POLITICAL SCIENCE / Public Policy / Cultural Policy,306.6,Y
