Product ID,ISBN,eISBN,Title,Author,Publisher,Publication Year,Language,LCC,LC Subject Heading,BISAC,DDC,Downloadable
515720,9788779345294,9788779347540,Religion,"Sørensen, Jesper-Hammer, Olav.",Aarhus University Press,2010,dan,BD215 .S663 2010eb,"Belief and doubt.,Religion.",PHILOSOPHY / Epistemology,121/.6,Y
515586,9788779345133,9788779342057,Property and Virginity,Agnes S. Arnórsdóttir.,Aarhus University Press,2010,eng,HQ643 .A36 2010,"Marital property--Iceland--History.,Marriage (Canon law),Marriage customs and rites, Medieval--Iceland.,Marriage--Iceland--History.,Marriage--Religious aspects--Christianity.",SOCIAL SCIENCE / Sociology / Marriage & Family,306.8,Y
515721,9788779344259,9788779346567,"Religion, Politics, and Law","Lodberg, Peter.",Aarhus University Press,2009,eng,BL65.P7 R44 2009,"Democracy--Religious aspects.,Globalization.,Religion and law.,Religion and politics.,Religion and sociology.,Social change.",RELIGION / Reference,200,Y
515692,9788779344914,9788779347458,Alexandria,"Krasilnikoff, Jens A.-Hinge, George.",Aarhus University Press,2009,eng,DT154.A4 A449 2009,,HISTORY / Middle East / Egypt,962,Y
515644,9788779344273,9788779346581,The Discursive Fight Over Religious Texts in Antiquity,"Jacobsen, Anders-Christian.",Aarhus University Press,2009,eng,BS1135 .D57 2009,"Christianity and other religions--Judaism.,Christianity and other religions--Roman.,Church history--Primitive and early church, ca. 30-600.",RELIGION / Christian Theology / Ethics,241.2,Y
515594,9788779344266,9788771242522,Receptions and Transformations of the Bible,"Nielsen, Kirsten",Aarhus University Press,2009,eng,BS538.3 .R43 2009,,BIBLES / General,220.09,Y
515433,9788779342538,9788779346642,Aspects of Ancient Greek Cult,"Jensen, Jesper Tae.",Aarhus University Press,2009,eng,DF122 .A87 2009,"Cults--Greece--History--Congresses.,Idols and images--Greece--History--Congresses.,Music--Religious aspects--Congresses.",RELIGION / Antiquities & Archaeology,292.37,Y
515715,9788779342941,9788779346819,New Religions and Globalization,"Warburg, Margit.-Geertz, Armin W.-Christensen, Dorthe Refslund.",Aarhus University Press,2008,eng,BL65.G55 N48 2008eb,"Cults--Congresses.,Globalization--Religious aspects--Congresses.,Sects--Congresses.",SOCIAL SCIENCE / Sociology of Religion,306.6,Y
515639,9788779344129,9788779347717,Taking Leave of Abraham,"Nørager, Troels.",Aarhus University Press,2008,eng,BL65.P7 N66 2008eb (Online),"Abrahamic religions.,Democracy--Religious aspects.,Political science--Philosophy.,Religion and politics.,Religion--Philosophy.","RELIGION / Religion, Politics & State",201/.72;306.6,Y
515635,9788779343900,9788779349919,Students of the Bible in 4th and 5th Century Syria,"Lehmann, Henning.",Aarhus University Press,2008,eng,BS586.S95L45 2008,,RELIGION / Biblical Reference / Handbooks,220.0939/43,Y
515567,9788772889696,9788779340077,N.F.S. Grundtvig,"Grundtvig, N. F. S.-Bradley, S. A. J.",Aarhus University Press,2008,eng,BX8080.G76 N16 2008eb,"Clergy--Denmark--Biography.,Lutheran Church--Clergy--Biography.",RELIGION / Christianity / Lutheran,284.1/092,Y
515513,9788779342002,9788779349612,Instruments of Devotion,"Laugerud, Henning.-Skinnebach, Laura Katrine.",Aarhus University Press,2007,eng,BX2295,"Devotional objects--Catholic Church.,Spiritual life--Christianity--History of doctrines--Middle Ages, 600-1500.,Worship--History.",RELIGION / Christian Life / General,240.9,Y
515694,9788779341098,9788779348943,Baha'i and Globalisation,"Warmind, Morten.-Hvithamar, Annika.-Warburg, Margit.",Aarhus University Press,2005,eng,BP388.I58 B35 2005eb,"Bahai Faith and world politics.,Bahai Faith.",RELIGION / Baha'i,297.9/317,Y
182491,9780275973612,9780313075254,The Lopsided Spread of Christianity,"Montgomery, Robert L.",ABC-CLIO,2002,eng,BV2063 .M627 2002eb,"Christian sociology--History.,Missions--History.",RELIGION / Christian Church / History,270,Y
182484,9780313312861,9780313074257,Gods of Our Fathers,"Gabriel, Richard A.",ABC-CLIO,2002,eng,BL2443 .G23 2002eb,"Christianity--Origin.,Judaism--Origin.",RELIGION / Comparative Religion,299/.31,Y
86669,9780275974930,9780313010866,Reading Genesis Politically,"Sicker, Martin.",ABC-CLIO,2002,eng,BM645.P64 S548 2002eb,"Ethics, Jewish.,Judaism and politics.,Man (Jewish theology),Politics in the Bible.",RELIGION / Biblical Studies / Old Testament,222/.1106,Y
86618,9780275976101,9780313010927,Christianity and Womanhood,"Rogers, Wyatt M.",ABC-CLIO,2002,eng,BV639.W7 R583 2002eb,Women in Christianity--History.,RELIGION / Christian Church / History,270/.082,Y
182488,9780275972141,9780313075421,Proclaiming Political Pluralism,"Phiri, Isaac",ABC-CLIO,2001,eng,BR1430 .P47 2001eb,"Christianity and politics--Africa, Sub-Saharan--History--20th century.,Church and state--Africa, Sub-Saharan--History--20th century.",RELIGION / Christianity / General,261.7/0968,Y
182481,9780275972578,9780313075759,The Political Culture of Judaism,"Sicker, Martin.",ABC-CLIO,2001,eng,BM645.P64 S547 2001eb,"Jewish ethics.,Judaism and politics.",RELIGION / Judaism / Theology,296.3/82,Y
182467,9780275971373,9780313075346,Biblical Religion and Family Values,"Newman, Jay",ABC-CLIO,2001,eng,BS680.F3 N48 2001eb,"Families--Biblical teaching.,Sociology, Biblical.",RELIGION / Christianity / General,261.8/3585,Y
69285,9780313319044,9780313001222,Between Man and God,"Sicker, Martin.",ABC-CLIO,2001,eng,BM610 .S485 2001eb,"God (Judaism),Judaism--Doctrines.,Theological anthropology--Judaism.",RELIGION / Judaism / Theology,296.3/11,Y
69806,9780275964528,9780313002502,"Religion, Law, and Freedom","Thierstein, Joel-Kamalipour, Yahya R.",ABC-CLIO,2000,eng,BL65.L33 R446 2000eb,"Freedom of information.,Religion and law.",RELIGION / Comparative Religion,291.1/772,Y
182561,9780275958602,9781567506105,"Sects, Cults, and Spiritual Communities","Zellner, W. W.-Petrowsky, Marc",ABC-CLIO,1998,eng,BL2525 .S58 1998eb,"Cults--United States--History--20th century.,Religion and sociology--Case studies.",SOCIAL SCIENCE / Sociology of Religion,306.6/0973,Y
69336,9780275962623,9780313002229,The Creation/evolution Controversy,"Smout, Kary D.",ABC-CLIO,1998,eng,BS651 .S59 1998eb,"Creation.,Evolution--Religious aspects--Christianity.,Evolution--Study and teaching--Law and legislation--Arkansas.",RELIGION / Christian Theology / General,231.7/652,Y
77766,9780313302763,9780313008177,Signs of the Zodiac,"Snodgrass, Mary Ellen.",ABC-CLIO,1997,eng,BF1726 .S66 1997eb,"Astrology.,Astrology--History.,Zodiac.","BODY, MIND & SPIRIT / Astrology / General",133.5/2,Y
1237013,9781618114808,9781618114815,Attuned Learning,"Holzer, Elie",Academic Studies Press,2016,eng,BM509.E3 H65 2016eb,"Education in rabbinical literature.,Learning--Religious aspects--Judaism.",RELIGION / Judaism / General,296.1208,Y
931891,9781618114075,9781618114099,The Middle Way,"Chamiel, Ephraim.",Academic Studies Press,2014,eng,BM565,"Jewish philosophy--19th century.,Judaism--History--Modern period, 1750-",RELIGION / Judaism / General,296.3,Y
931888,9781618112781,9781618112798,The Codification of Jewish Law,"Broyde, Michael J.-Bedzow, Ira",Academic Studies Press,2014,eng,BM521 .B76 2014eb,Jewish law--Codification.,RELIGION / Judaism / General,296.1/82,Y
798324,9781618113795,9781618113801,The Struggle for Jerusalem and the Holy Land,"Dana, Nissim-Goldstein, A. M.",Academic Studies Press,2014,eng,BP173.J8,"Islam--Relations--Judaism.,Jews in the Hadith.,Jews in the Qur'an.,Judaism--Relations--Islam.",RELIGION / Judaism / General,296.397,Y
752986,9781618113481,9781618113597,The Angel of Jewish History,"Miron, Ronny.",Academic Studies Press,2014,eng,BM195,"Judaism--History--Modern period, 1750-,Traditional Conservative Judaism--Philosophy.",RELIGION / Judaism / General,296.09/03,Y
700071,9781936235629,9781618110725,Do Not Provoke Providence,"Salmon, Yosef-Linsider, Joel A.",Academic Studies Press,2014,eng,BM197.6 .S2513 2014eb,"Judaism and state.,Religious Zionism--Philosophy.,Zionism and Judaism.",RELIGION / Judaism / General,296.3877,Y
700074,9781618113450,9781618113566,Rabbi Marcus Jastrow and His Vision for the Reform of Judaism,"Galas, Michał.",Academic Studies Press,2013,eng,BM755.J37 G3613 2013,"Judaism--History--19th century.,Rabbis--Biography.",RELIGION / Judaism / General,296.09034,Y
700070,9781618111654,9781618111876,Judaism Examined,"Sokol, Moshe",Academic Studies Press,2013,eng,BM45 .S658 2013,"Jewish ethics.,Jewish philosophy.,Judaism.",RELIGION / Judaism / General,296,Y
700069,9781618112422,9781618112439,Readings on Maramarosh,"Slomovic, Elieser.-Landy, Caryn.-Cohen, Aryeh.-Lowenstein, Steven M.",Academic Studies Press,2013,eng,BM198.2 .S56 2013eb,"Hasidism--Romania--MaramuresI`--History.,Responsa--History and criticism.",RELIGION / Judaism / General,296.8332094984,Y
700064,9781618112828,9781618112835,Faith,"Schwartz, Dov-Sagi, Abraham",Academic Studies Press,2013,eng,BM729.F3 F35 2013eb,"Faith (Judaism),Jewish philosophy.",RELIGION / Judaism / General,296.3,Y
640321,9781618112460,9781618112477,Return of the Jew,"Reszke, Katka.",Academic Studies Press,2013,eng,DS134.56 .R4713 2013,"Jewish way of life.,Jews--Poland--History--20th century.,Jews--Poland--History--21st century.,Jews--Poland--Identity.,Judaism--Poland--21st century.",HISTORY / Europe / Germany,943.8004924,Y
640319,9781618111685,9781618111906,Personal Theology,"Gillman, Neil.-Plevan, William.",Academic Studies Press,2013,eng,BM602,Judaism--Doctrines.,RELIGION / Judaism / General,296.3,Y
640317,9781936235636,9781618110817,Turn It and Turn It Again,"Levisohn, Jon A.-Fendrick, Susan P.",Academic Studies Press,2013,eng,BM496.6 .T87 2013eb,"Judaism--History--Talmudic period, 10-425.,Rabbinical literature--History and criticism.",RELIGION / Judaism / General,296.1/206,Y
640315,9781936235834,9781618110688,With Both Feet on the Clouds,"Gurevitch, Danielle.-Gomel, Elana.-Graff, Rani.",Academic Studies Press,2013,eng,PJ5012.F35 I6313 2013,"Fantasy in literature.,Hebrew literature, Modern--20th century--History and criticism.,Hebrew literature--History and criticism.,Mysticism in literature.",LITERARY CRITICISM / African,892.4/0915,Y
640314,9781936235872,9781618110848,"Faith, Reason, Politics","Gottlieb, Michah.",Academic Studies Press,2013,eng,BM562 .G68 2013,"Faith and reason--Judaism.,Jewish philosophy.,Judaism.,Judaism--History of doctrines.",RELIGION / Judaism / General,296,Y
640310,9781618111661,9781618111883,Mystical Vertigo,"Glazer, Aubrey L.",Academic Studies Press,2013,eng,PJ5022,"Hebrew poetry--History and criticism.,Mysticism--Judaism.",LITERARY CRITICISM / African,892.4170938296,Y
640309,9781934843871,9781618110497,German Jewry,"Roemer, Nils H.",Academic Studies Press,2013,eng,DS134.23 .G47 2013,"Jews, German--History.",HISTORY / Europe / Germany,943/.004924,Y
640308,9781618111777,9781618111999,Hats in the Ring,"Persoff, Meir.",Academic Studies Press,2013,eng,BM292 .P46 2013,"Judaism--England--History.,Rabbis--Selection and appointment--England.",RELIGION / Judaism / General,296.6/7,Y
640307,9781618112675,9781618112682,New Perspectives in the Theology of Judaism,"Spero, Shubert",Academic Studies Press,2013,eng,BM603,Judaism--Doctrines.,RELIGION / Judaism / General,296.3,Y
640306,9781618112651,9781618112668,Encounters in Modern Jewish Thought,"Jospe, Eva-Schwartz, Dov-Jospe, Raphael",Academic Studies Press,2013,eng,B3213.B84 J67 2013eb,Jewish philosophy--20th century.,PHILOSOPHY / Eastern,181.06,Y
640305,9781618112521,9781618112538,Jewish Customs of Kabbalistic Origin,"Faierstein, Morris M.",Academic Studies Press,2013,eng,BM700 .F254 2013eb,"Cabala--Influence.,Fasts and feasts--Judaism.,Judaism--Customs and practices--History.",RELIGION / Judaism / General,296.16,Y
640304,9781618112361,9781618112378,In the Context of His Times,"Simms, Norman Toby",Academic Studies Press,2013,eng,DC354 .S56 2013eb,"Antisemitism--France--History--19th century.,Prisoners--France--Biography.",BIOGRAPHY & AUTOBIOGRAPHY / Historical,944.081092,Y
640298,9781934843864,9781618110275,Canada's Jews,"Robinson, Ira",Academic Studies Press,2013,eng,F1035.J5 C36 2013eb,"Jews--Canada--History.,Jews--Canada--Identity.,Jews--Canada--Intellectual life.",SOCIAL SCIENCE / Discrimination & Race Relations,305.8924071,Y
555742,9781618111708,9781618111920,God's Kindness Has Overwhelmed US,"Gellman, Jerome I.",Academic Studies Press,2013,eng,BM565 .G3 2013eb,Judaism--21st century.,RELIGION / Judaism / General,296,Y
700081,9781618111678,9781618111890,Crafting the 613 Commandments,"Friedberg, Albert",Academic Studies Press,2012,eng,BM520.84,Jewish law.,RELIGION / Judaism / General,296.172,Y
640311,9781936235575,9781618111104,Zohar Harakia,"Duran, Simeon ben Ẓemaḥ-Caplan, Phillip J.",Academic Studies Press,2012,eng,BM670.A8 D87 2012,Azharot.,HISTORY / World,909.04924,Y
555741,9781936235490,9781618111241,Tsar and God and Other Essays in Russian Cultural Semiotics,"Uspenskiĭ, Boris Andreevich.-Zhivov, V. M.-Levitt, Marcus C.-Budgen, D.-Bliss, Liv.",Academic Studies Press,2012,eng,P99.37.R8 U83 2012,"Language and culture--Russia.,Religion and culture--Russia.,Semiotics--Russia--Religious aspects.",LANGUAGE ARTS & DISCIPLINES / Communication Studies,306.0947,Y
555740,9781936235254,9781618110404,Hating the Jews,"Rickman, Gregg J.",Academic Studies Press,2012,eng,DS145 .R535 2012eb,Antisemitism--History--21st century.,SOCIAL SCIENCE / Minority Studies,305.89240905,Y
514875,9781618111609,9781618111821,Jewish Philosophy,"Jospe, Raphael.-Schwartz, Dov.",Academic Studies Press,2012,eng,B154 .J55 2012,Jewish philosophy.,PHILOSOPHY / Eastern,181.06,Y
514872,9781936235728,9781618110855,Between Heschel and Buber,"Even-Chen, Alexander.-Meir, Ephraim.",Academic Studies Press,2012,eng,BM157,"Jews.,Judaism.",RELIGION / Judaism / General,296,Y
502770,9781618111630,9781618111852,Living Jewishly,"Pervos Bregman, Stefanie.",Academic Studies Press,2012,eng,DS143 .L58 2012eb,"Jews--Identity--21st century.,Judaism--United States--21st century.",SOCIAL SCIENCE / Minority Studies,305.8924,Y
502765,9781936235827,9781618110664,A Well-worn Tallis for a New Ceremony,"Stadler, Nurit.",Academic Studies Press,2012,eng,BM390 .S726 2012eb,"Ultra-Orthodox Jews--Israel.,Ultra-Orthodox Jews--Social conditions.",SOCIAL SCIENCE / Discrimination & Race Relations,305.696,Y
500834,9781936235698,9781618110862,Contemporary Covenantal Thought,"Cooper, Simon",Academic Studies Press,2012,eng,BM612.5 .C66 2012eb,"Covenant theology.,Covenants--Religious aspects--Judaism.",RELIGION / Judaism / General,296.31172,Y
500815,9781936235322,9781618110893,Wisdom's Little Sister,"Melamed, Abraham",Academic Studies Press,2012,eng,BM645.P64 M45 2012eb,"Jewish philosophy--History--To 1500.,Judaism and politics--History of doctrines.,Judaism and politics--History--To 1500.,Judaism and state--History of doctrines.,Judaism--History--Medieval and early modern period, 425-1789.,Philosophy, Medieval.,Philosophy, Renaissance.,Political science--Philosophy--History.",RELIGION / Judaism / General,296.382,Y
500814,9781936235681,9781618110886,Jewish Faith in a Changing World,"Schuchat, Raphael.",Academic Studies Press,2012,eng,B755 .S373 2012eb,Jewish philosophy.,RELIGION / Judaism / General,296,Y
500809,9781936235704,9781618110534,The Pillar of Volozhin,"Perl, Gil S.",Academic Studies Press,2012,eng,BM755.B52,"Jewish learning and scholarship--Lithuania--History--19th century.,Jewish scholars--Lithuania--Biography.,Rabbis--Lithuania--Vilnius--Intellectual life.",BIOGRAPHY & AUTOBIOGRAPHY / General,296.3092,Y
500808,9781936235599,9781618110510,Jews in the East European Borderlands,"Klier, John.-Murav, Harriet-Avrutin, Eugene M.",Academic Studies Press,2012,eng,DS134.84 .J49 2009eb (Online),"Antisemitism--Russia--History--20th century--Congresses.,Antisemitism--Soviet Union--History--Congresses.,Jews--Russia--History--20th century--Congresses.,Jews--Soviet Union--History--Congresses.",SOCIAL SCIENCE / Minority Studies,305.892/4047,Y
500807,9781936235742,9781618110503,"The Jews, Instructions for Use","Bernardini, Paolo L.",Academic Studies Press,2012,eng,DS148 .B47 2012eb,"Antisemitism--Europe, Western--18th century.,Jews--Cultural assimilation--Europe, Western--18th century.,Jews--Emancipation--Europe, Western--18th century.,Philosemitism--Europe, Western--18th century.",SOCIAL SCIENCE / Minority Studies,305.8/924,Y
490640,9781618111593,9781618111814,From Fashion to Politics,"Brautbar, Shirli.",Academic Studies Press,2012,eng,DS150.H4,Jewish women.,SOCIAL SCIENCE / General,369/.25694/0820973,Y
479200,9781934843840,9781618110770,"Two Step [i.e. Steps] Forward, One Steps [i.e. Step] Back","Moore, Dahlia.",Academic Studies Press,2012,eng,HQ1728.5 .M66 2012eb,"Feminism--Israel.,Jewish women--Israel--Social conditions.",SOCIAL SCIENCE / Feminism & Feminist Theory,305.42095694,Y
474928,9781936235643,9781618111111,Justice in the City,"Cohen, Aryeh.",Academic Studies Press,2012,eng,HN40.J5 C64 2012eb,"Judaism and social problems.,Justice (Jewish theology),Social justice--Religious aspects--Judaism.",RELIGION / Judaism / Theology,296.36,Y
500850,9781936235261,9781618110312,The Wandering Jew in America,"Rebhun, Uzi.",Academic Studies Press,2011,eng,E184.36.M54 R44 2011eb (Online),"Jews--United States--Identity.,Jews--United States--Migrations.,Jews--United States--Social conditions--20th century.,Migration, Internal--United States.",HISTORY / United States / State & Local / General,973/.04924,Y
500849,9781936235711,9781618110305,Creating the Chupah,"Srebrnik, Henry Felix.",Academic Studies Press,2011,eng,DS149.5.C2 S64 2011eb (Online),"Jews, Canadian.,Jews--Canada.,Zionism--Canada.",RELIGION / History,200.9,Y
500823,9781936235360,9781618111128,Sorrow and Distress in the Talmud,"Ṿaler, Shulamit.-Blass, Sharon.",Academic Studies Press,2011,eng,BM501 .V3513 2011eb,"Distress (Psychology)--Religious aspects--Judaism.,Grief--Religious aspects--Judaism.,Sadness--Religious aspects--Judaism.",RELIGION / Judaism / Talmud,296.1/25,Y
500821,9781934843727,9781618111043,Beyond Political Messianism,"Jacobson, David C.",Academic Studies Press,2011,eng,PJ5024 .J3 2011eb,"God in literature.,Israeli poetry--History and criticism.,Prayer in literature.",LITERARY CRITICISM / Jewish,892.4/1708,Y
500812,9781936235384,9781618110787,The Pale God,"Katz, Gideon.-Feldman, Jacky.-Ron, Miriam.",Academic Studies Press,2011,eng,B3998 .K3813 2011eb,"Jewish philosophy.,Philosophy, Modern.",RELIGION / Judaism / Theology,296.37,Y
490674,9781934843482,9781618111135,"Sex Rewarded, Sex Punished","Kriger, Diane.-Yoreh, Tirzah Meacham leBeit.",Academic Studies Press,2011,eng,KBM526 .K75 2011eb,"Women (Jewish law),Women in the Bible.,Women slaves (Jewish law)",RELIGION / Judaism / General,296.086/25,Y
479214,9781936235285,9781618110435,Maimonides As Biblical Interpreter,"Klein-Braslavy, Sara.",Academic Studies Press,2011,eng,BS1186 .K58 2011eb,,RELIGION / Biblical Criticism & Interpretation / Old Testament,221.6/092,Y
479211,9781936235315,9781618111470,Modern Jewish Thinkers,"Greenberg, Gershon.",Academic Studies Press,2011,eng,B5800 .G74 2011eb,Jewish philosophy.,PHILOSOPHY / Eastern,181/.06,Y
479202,9781936235483,9781618110909,Without Red Strings or Holy Water,"Strickman, H. Norman",Academic Studies Press,2011,eng,BM520.84 .S77 2011,"Jewish law--Interpretation and construction--History--To 1500.,Jewish philosophy--History--To 1500.",RELIGION / Judaism / Sacred Writings,296.1812,Y
479199,9781936235773,9781618110343,The Shtiebelization of Modern Jewry,"Fishbane, Simcha.",Academic Studies Press,2011,eng,BM700,"Judaism--Customs and practices.,Judaism--History--Modern period, 1750-,Judaism--Liturgy.",SOCIAL SCIENCE / Jewish Studies,306.69665,Y
474926,9781936235803,9781618110596,Terror in the Name of Faith,"Ėmanuilov, R. I︠A︡.-I︠A︡shlavskiĭ, Andreĭ.",Academic Studies Press,2011,eng,BL65.T47 E42 2011eb,"Religion and politics.,Terrorism--Religious aspects.,Violence--Religious aspects.",RELIGION / Sexuality & Gender Studies,201.763325,Y
474924,9781936235247,9781618110602,Cultures in Collision and Conversation,"Berger, David",Academic Studies Press,2011,eng,BM534 .B47 2011eb,"Intercultural communication--Religious aspects--Judaism.,Jews--History.,Jews--Intellectual life.,Judaism--History.,Judaism--Relations.,Messianic era (Judaism)",RELIGION / Judaism / Theology,296.3/9,Y
500846,9781934843802,9781618110183,Torah in the Observatory,"Kellner, Menachem Marc",Academic Studies Press,2010,eng,B755 .K45 2010,"Jewish philosophy.,Philosophy, Medieval.",PHILOSOPHY / Eastern,181/.06,Y
500845,9781934843796,9781618110176,"Holy Russia, Sacred Israel","Rubin, Dominic",Academic Studies Press,2010,eng,BM331 .R83 2010eb,"Christianity and other religions--Judaism.,Judaism--Relations--Christianity.,Judaism--Russia--History.,Judaism--Soviet Union--History.",RELIGION / Judaism / History,296.0947,Y
500818,9781934843932,9781618110947,The Scroll of Secrets,"Mark, Zvi.-Moses, Naftali.",Academic Studies Press,2010,eng,BM645.R4 N323613 2010,"Bratslav Hasidim.,Cabala.,Messianic era (Judaism),Redemption--Judaism--History of doctrines.",RELIGION / Judaism / Theology,296.3/36,Y
500817,9781934843925,9781618110923,Judaism in a Post-halakhic Age,"Cohen, Jack",Academic Studies Press,2010,eng,BM520.3 .C645 2010eb,"Jewish law.,Judaism--21st century.",RELIGION / Judaism / Sacred Writings,296.1/80905,Y
500816,9781936235162,9781618110916,Democratizing Judaism,"Cohen, Jack",Academic Studies Press,2010,eng,BM197.7 .C64 2010,"Democracy--Religious aspects--Judaism.,Reconstructionist Judaism.,Zionism.",RELIGION / Judaism / General,296.8/344092,Y
500811,9781934843765,9781618110619,"Persecution, Polemic, and Dialogue","Berger, David",Academic Studies Press,2010,eng,BM535 .B4655 2010eb,"Antisemitism--History.,Christianity and antisemitism--History.,Christianity and other religions--Judaism.,Judaism--Relations--Christianity.",RELIGION / Judaism / Theology,296.3/96,Y
490671,9781934843413,9781618110442,Vixens Disturbing Vineyards,"Fox, Harry-Yoreh, Tzemah",Academic Studies Press,2010,eng,BS1186 .V59 2010,"Embarrassment.,Gentiles in rabbinical literature.,Gentiles in the Old Testament.,Jewish ethics.,Judaism--Relations.,Rabbinical literature--History and criticism.",RELIGION / Biblical Criticism & Interpretation / Old Testament,221.6,Y
490669,9781934843376,9781618111081,Answering a Question with a Question,"Aron, Lewis.-Henik, Libby.",Academic Studies Press,2010,eng,BF175.5.C84 A57 2010eb,"Jewish philosophy.,Judaism.,Psychoanalysis and culture.,Psychoanalysis and religion.",RELIGION / Judaism / Theology,296.3/71,Y
479204,9781934843130,9781618110992,The Horizontal Society,"Faur, José.",Academic Studies Press,2010,eng,BM496.6 .F38 2010eb,"Jewish philosophy.,Rabbinical literature--History and criticism.,Tradition (Judaism)",RELIGION / Judaism / Sacred Writings,296.1,Y
479197,9781934843901,9781618110237,"Another Way, Another Time","Persoff, Meir.",Academic Studies Press,2010,eng,BM45 .P475 2010eb,"Judaism--21st century.,Orthodox Judaism--Relations--Nontraditional Jews.,Postmodernism--Religious aspects--Judaism.,Religious pluralism--Judaism.",RELIGION / Judaism / History,296.0941/090511,Y
479196,9781934843710,9781618110213,The Saints' Impresarios,"Bilu, Yoram.-Watzman, Haim.",Academic Studies Press,2010,eng,BM750 .B52313 2010eb,"Jews, Moroccan--Israel--Social life and customs.,Shrines--Israel.,Zaddikim--Israel.,Zaddikim--Morocco.",RELIGION / Judaism / General,296.6/1,Y
490676,9781934843475,9781618110633,Variations on the Messianic Theme,"Wyse, Marion.",Academic Studies Press,2009,eng,BL475 .W97 2009,"Christianity and other religions--Judaism.,Messiah.",RELIGION / Christianity / General,261.2/6,Y
490661,9781934843253,9781618110978,Religious-Zionism,"Schwartz, Dov.",Academic Studies Press,2009,eng,DS150.R32 S3694 2009,"Religious Zionism.,Religious Zionism--History.",POLITICAL SCIENCE / Political Ideologies / Nationalism & Patriotism,956.94,Y
490657,9781934843215,9781618110961,Science in the Bet Midrash,"Kellner, Menachem Marc",Academic Studies Press,2009,eng,BM546 .K47 2009,,RELIGION / Judaism / Sacred Writings,296.38,Y
490656,9781934843208,9781618110954,Jewish Religion After Theology,"Sagi, Abraham.",Academic Studies Press,2009,eng,BM602 .S34 2009,"Jewish philosophy.,Judaism--Doctrines.",RELIGION / Judaism / Theology,296.3,Y
490648,9781934843093,9781618110152,Jewish Philosophy in the Middle Ages,"Jospe, Raphael.",Academic Studies Press,2009,eng,B755 .J675 2009eb,"Jewish philosophy--History.,Philosophy, Medieval--History.",PHILOSOPHY / Eastern,181/.06,Y
479203,9781934843420,9781618110930,Jewish Thought in Dialogue,"Shatz, David.",Academic Studies Press,2009,eng,B755 .S457 2009,"Jewish ethics.,Jewish law.,Jewish philosophy.,Rabbinical literature--History and criticism.",PHILOSOPHY / Eastern,181/.06,Y
479192,9781934843673,9781618110138,Encounters of Consequence,"Oppenheim, Michael D.",Academic Studies Press,2009,eng,B5800 .O765 2009eb,"Jewish philosophers--History--20th century.,Jewish philosophy--History--20th century.,Philosophy, Modern--20th century.",PHILOSOPHY / Eastern,181/.06,Y
490655,9781934843192,9781618111012,Theological and Philosophical Premises of Judaism,"Neusner, Jacob",Academic Studies Press,2008,eng,BM602 .N484 2008eb,"Judaism--Doctrines--History--Sources.,Judaism--Essence, genius, nature.,Judaism--Philosophy.,Rabbinical literature--History and criticism.",RELIGION / Judaism / Theology,296.3/01,Y
490645,9781934843055,9781618110381,The Idea of Modern Jewish Culture,"Schweid, Eliezer.-Levin, Leonard-Hadari, Amnon.",Academic Studies Press,2008,eng,BM195 .S3913 2008eb,"Jews--Identity.,Jews--Intellectual life.,Judaism--20th century.,Judaism--History--Modern period, 1750-,Zionism--Philosophy.",RELIGION / Judaism / History,296.09/03,Y
490641,9781934843017,9781618110480,The Philosophy of the Bible As Foundation of Jewish Culture,"Schweid, Eliezer.",Academic Studies Press,2008,eng,BS645 .S39213 2008eb,"Jewish law--Philosophy.,Jews--Civilization.",RELIGION / Biblical Criticism & Interpretation / Old Testament,221.6,Y
795007,9780891126089,9780891127130,Visions and Appearances of Jesus,"Wiebe, Phillip H.",ACU Press,2014,eng,BT580.A1 W53 2014eb,Visions.,RELIGION / Christian Theology / Christology,232.9/7,Y
785023,9780891124719,9780891127307,Reading the Bible Without Getting Lost,"Tune, Mike",ACU Press,2014,eng,BS475.3 .T86 2014eb,,BIBLES / General,220.6/1,Y
785022,9780891124993,9780891127291,Redefined,"Ortiz, Kenneth E.",ACU Press,2014,eng,BT752 .O78 2014eb,"Christian life.,Salvation--Christianity.",RELIGION / Christian Life / General,248.4,Y
785021,9780891124320,9780891127260,Serve Strong,"Powell, Terry.",ACU Press,2014,eng,BV4647.P45 P69 2014eb,"Christian life--Biblical teaching.,Perseverance (Ethics)--Biblical teaching.,Service (Theology)--Biblical teaching.",RELIGION / Christian Life / General,248.4,Y
784229,,9780891127284,Leaving a Legacy,"Garrett, Dan T.-Woodroof, Tim",ACU Press,2014,eng,BT707.7 .G37 2014eb,"Child rearing--Religious aspects--Christianity.,Families--Religious aspects--Christianity.,Families--Religious life.,Legacies.,Parenting--Religious aspects--Christianity.,Wealth--Religious aspects--Christianity.",RELIGION / Christian Life / General,248/.6,Y
784222,,9780891127185,Evangelicals on Public Policy Issues,"Heie, Harold-Black, Amy E.",ACU Press,2014,eng,BR115.P7 H436 2014eb,Christianity and politics--United States.,RELIGION / Christian Life / Social Issues,261.70973,Y
784221,,9780891127161,"Enter the Water, Come to the Table","Hicks, John Mark.",ACU Press,2014,eng,BS475.3 .H53 2014eb,"Baptism--Biblical teaching.,Creation--Biblical teaching.,Lord's Supper--Biblical teaching.",RELIGION / Christian Theology / Soteriology,234/.16,Y
